Date,Sentiment
2019-02-14,-8.7300934e-05
2019-02-15,-0.04921299
2019-02-19,0.67291623
2019-02-20,-0.056511987
2019-02-21,0.6151656
2019-02-22,0.48428318
2019-02-25,0.614318
2019-02-26,-0.013455942
2019-02-27,0.5581063
2019-02-28,0.11655551
2019-03-01,-0.16820791
2019-03-04,0.18894511
2019-03-05,0.44304165
2019-03-06,0.011039434
2019-03-07,0.574232
2019-03-08,0.42975193
2019-03-11,0.3970647
2019-03-12,-0.7921579
2019-03-13,0.4966053
2019-03-14,0.27076557
2019-03-15,0.55429226
2019-03-18,0.5974738
2019-03-19,-0.009548629
2019-03-21,0.13246989
2019-03-22,0.021884598
2019-03-25,0.0039004474
2019-03-26,-0.46418756
2019-03-27,0.8281171
2019-03-28,0.4587566
2019-03-29,0.4352921
2019-04-01,-0.0024425746
2019-04-02,0.19097638
2019-04-03,0.65865517
2019-04-04,0.86575586
2019-04-05,-0.38955262
2019-04-08,0.30925137
2019-04-09,0.113076136
2019-04-10,-0.8663318
2019-04-11,0.303023
2019-04-12,0.8598593
2019-04-15,0.022087228
2019-04-16,0.42006946
2019-04-17,-0.16226462
2019-04-18,0.13531493
2019-04-22,0.28365207
2019-04-23,-0.14220908
2019-04-24,0.061246462
2019-04-25,0.4811255
2019-04-26,0.8233711
2019-04-29,0.29878294
2019-04-30,0.8139793
2019-05-01,0.25684595
2019-05-02,0.030534461
2019-05-03,0.42116055
2019-05-06,0.05251971
2019-05-07,0.7519703
2019-05-08,0.60297465
2019-05-09,0.78309745
2019-05-10,0.60652834
2019-05-13,0.8442555
2019-05-14,0.3188367
2019-05-15,0.62539804
2019-05-16,0.40262714
2019-05-17,0.81792915
2019-05-20,0.63958436
2019-05-21,0.6205178
2019-05-22,0.599624
2019-05-23,0.30150715
2019-05-24,0.051697463
2019-05-28,0.43647408
2019-05-29,0.17881517
2019-05-30,0.28991714
2019-05-31,0.008238356
2019-06-03,0.46587408
2019-06-04,0.81709695
2019-06-05,-0.21506374
2019-06-06,0.86096823
